Candidate,CAND_ID,District,Party,State,Emily Endorsed?,Partisan Lean,TTL_RECEIPTS,TRANS_FROM_AUTH,CAND_CONTRIB,TTL_INDIV_CONTRIB,OTHER_POL_CMTE_CONTRIB,Primary %,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,Race Type,CAND_ICI,Num_Unique_Contributions
James Maxwell,H8NY25097,U.S. House New York District 25,R,NY,-1.0,14.62,994644.64,0.0,1000.0,479446.98,27000.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,162
Aftab Pureval,H8OH01118,U.S. House Ohio District 1,D,OH,0.0,-9.010000199999999,4144106.29,176797.36,2700.0,3480095.38,411861.56,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,583
Janet Everhard,H6OH02292,U.S. House Ohio District 2,D,OH,0.0,-17.360001,57777.75,0.0,28072.38,29205.37,500.0,34.400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,34
Jill Schiller,H8OH02124,U.S. House Ohio District 2,D,OH,0.0,-17.360001,606159.38,14067.96,1238.68,531068.37,33700.0,54.200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,124
John Michael Galbraith,H8OH05150,U.S. House Ohio District 5,D,OH,0.0,-23.809998999999998,212609.78,0.0,0.0,199993.38,6465.0,73.199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,69
Shawna Roberts,H8OH06133,U.S. House Ohio District 6,D,OH,0.0,-37.610001000000004,23027.73,601.18,0.0,20381.55,300.0,74.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,2
Ken Harbaugh,H8OH07123,U.S. House Ohio District 7,D,OH,0.0,-27.18,3059075.7,331791.75,2050.0,2467011.22,255086.55,80.199997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,895
Patrick Pikus,H8OH07131,U.S. House Ohio District 7,D,OH,0.0,-27.18,5525.0,0.0,0.0,5525.0,0.0,19.799999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,3
Vanessa Enoch,H8OH08097,U.S. House Ohio District 8,D,OH,0.0,-34.779999,64238.3,0.0,0.0,60283.1,1710.67,57.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,45
Michael Milisits,H8OH10101,U.S. House Ohio District 10,D,OH,0.0,-8.4799995,9252.79,0.0,322.89,4759.9,4070.0,7.400000099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,6
Theresa Gasper,H8OH10119,U.S. House Ohio District 10,D,OH,0.0,-8.4799995,1209688.24,0.0,0.0,995282.01,73900.0,67.019997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,187
Gregory Dunham,H8OH11315,U.S. House Ohio District 11,R,OH,-1.0,-19.210243992682926,10975.0,0.0,0.0,880.0,0.0,47.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,1
Zach Scott,H8OH12164,U.S. House Ohio District 12,D,OH,0.0,-13.63,58967.62,0.0,0.0,55867.62,3100.0,16.1,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,46
Jackie Patton,H8OH12214,U.S. House Ohio District 12,D,OH,0.0,-13.63,33439.54,0.0,581.37,32858.17,0.0,14.02,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,18
John Russell,H8OH12271,U.S. House Ohio District 12,D,OH,0.0,-13.63,140127.85,0.0,21750.0,118377.85,0.0,16.700001,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Special,O,106
Troy Balderson,H8OH12180,U.S. House Ohio District 12,R,OH,-1.0,-13.63,2543070.4,45467.93,0.0,1442473.18,1021987.15,28.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,Regular,I,537
Carol O'Brien,H8OH12206,U.S. House Ohio District 12,R,OH,-1.0,-13.63,238692.19,0.0,0.0,144092.19,11500.0,6.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Regular,C,136
Kevin Bacon,H8OH12222,U.S. House Ohio District 12,R,OH,-1.0,-13.63,322796.69,0.0,1203.85,273342.84,33250.0,14.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Regular,C,217
Melanie Leneghan,H8OH12248,U.S. House Ohio District 12,R,OH,-1.0,-13.63,586332.1,0.0,0.0,360576.14,30750.0,27.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,Regular,O,38
Tim Kane,H8OH12263,U.S. House Ohio District 12,R,OH,-1.0,-13.63,514433.53,0.0,0.0,256048.37,13900.0,16.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Regular,O,149
Christopher DePizzo,H8OH13147,U.S. House Ohio District 13,R,OH,-1.0,-19.210243992682926,93796.25,0.0,0.0,87116.25,5740.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,29
Rick Neal,H8OH15134,U.S. House Ohio District 15,D,OH,0.0,-15.48,1328023.44,4700.0,29140.83,934512.08,72620.53,63.540001000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,373
Aaron Godfrey,H8OH16090,U.S. House Ohio District 16,D,OH,0.0,-17.030001000000002,9804.2,0.0,0.0,9303.56,500.0,7.9099998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,2
Susan Moran Palmer,H8OH16157,U.S. House Ohio District 16,D,OH,0.0,-17.030001000000002,473098.14,0.0,9866.86,311448.75,14705.05,34.630001,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,13
Grant Goodrich,H8OH16173,U.S. House Ohio District 16,D,OH,0.0,-17.030001000000002,185147.02,0.0,115.0,141779.4,3250.0,28.059998999999998,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,91
TJ Mulloy,H8OH16181,U.S. House Ohio District 16,D,OH,0.0,-17.030001000000002,33171.3,0.0,0.0,15891.3,8280.0,15.54,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,13
Christina Hagan,H8OH16108,U.S. House Ohio District 16,R,OH,-1.0,-17.030001000000002,465139.94,0.0,7000.0,437823.96,7750.0,40.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,Regular,O,227
Anthony Gonzalez,H8OH16124,U.S. House Ohio District 16,R,OH,-1.0,-17.030001000000002,1932525.19,0.0,100000.0,1285964.25,486150.0,53.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,Regular,O,486
Tim Gilpin,H8OK01173,U.S. House Oklahoma District 1,D,OK,0.0,-31.959999,402482.15,0.0,0.0,368689.68,9305.77,34.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,160
Amanda Douglas,H8OK01181,U.S. House Oklahoma District 1,D,OK,0.0,-31.959999,11474.83,0.0,130.58,11343.97,0.0,32.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,7
Nathan Dahm,H0OK01089,U.S. House Oklahoma District 1,R,OK,-1.0,-31.959999,142317.0,0.0,0.0,131233.72,4710.0,20.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,Regular,O,65
Andy Coleman,H8OK01124,U.S. House Oklahoma District 1,R,OK,-1.0,-31.959999,412018.14,0.0,789.54,375432.18,33422.9,21.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,Regular,O,289
Danny Stockstill,H8OK01140,U.S. House Oklahoma District 1,R,OK,-1.0,-31.959999,32192.0,0.0,0.0,32072.0,0.0,7.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,Regular,O,35
Kevin Hern,H8OK01157,U.S. House Oklahoma District 1,R,OK,-1.0,-31.959999,2940362.08,0.0,2700.0,1039379.37,337700.0,22.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,Regular,O,541
Tim Harris,H8OK01165,U.S. House Oklahoma District 1,R,OK,-1.0,-31.959999,487812.1,0.0,250.0,356362.77,0.0,27.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,Regular,O,144
Jason Nichols,H8OK02148,U.S. House Oklahoma District 2,D,OK,0.0,-49.009997999999996,138025.78,0.0,3175.57,120795.44,4350.0,37.880001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,44
Elijah McIntosh,H8OK02163,U.S. House Oklahoma District 2,D,OK,0.0,-49.009997999999996,33815.72,0.0,0.0,26810.72,0.0,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,17
Fred Gipson,H8OK04078,U.S. House Oklahoma District 4,D,OK,0.0,-39.130001,46462.36,0.0,649.5,41713.91,0.0,30.360001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,30
Eddie Porter,H8OK05091,U.S. House Oklahoma District 5,D,OK,0.0,-17.18,19905.0,0.0,0.0,1555.0,0.0,10.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1
Kendra Horn,H8OK05109,U.S. House Oklahoma District 5,D,OK,0.0,-17.18,1283785.99,0.0,0.0,1178028.48,104557.51,43.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,498
Jim Crary,H6OR02181,U.S. House Oregon District 2,D,OR,0.0,-21.68,68778.3,0.0,4022.0,44956.3,0.0,11.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,32
Timothy White,H8OR02146,U.S. House Oregon District 2,D,OR,0.0,-21.68,10424.0,0.0,0.0,10424.0,0.0,5.8600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,5
Eric Burnette,H8OR02153,U.S. House Oregon District 2,D,OR,0.0,-21.68,75202.0,0.0,0.0,52122.0,10000.0,4.619999900000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,61
Jamie McLeod-Skinner,H8OR02161,U.S. House Oregon District 2,D,OR,0.0,-21.68,1324502.54,0.0,0.0,1259888.09,35493.0,42.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,140
Jennifer Neahring,H8OR02179,U.S. House Oregon District 2,D,OR,0.0,-21.68,175768.13,0.0,0.0,99420.33,1000.0,23.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,114
Raz Mason,H8OR02187,U.S. House Oregon District 2,D,OR,0.0,-21.68,8660.0,0.0,0.0,8658.0,0.0,5.3000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,7
Rachel Reddick,H8PA08141,U.S. House Pennsylvania District 1,D,PA,1.0,-0.63,501766.01,0.0,2250.0,453644.92,32950.0,35.330002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,429
Steve Bacher,H8PA08166,U.S. House Pennsylvania District 1,D,PA,0.0,-0.63,54625.86,0.0,2600.0,42025.86,0.0,8.1899996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,32
Scott Wallace,H8PA08174,U.S. House Pennsylvania District 1,D,PA,0.0,-0.63,14181196.89,25391.39,22892.0,1231362.16,166145.85,56.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,173
Shavonnia Corbin-Johnson,H8PA04108,U.S. House Pennsylvania District 10,D,PA,1.0,-10.86,245856.38,0.0,0.0,239856.38,6000.0,34.869999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,214
Madeleine Dean,H8PA04116,U.S. House Pennsylvania District 4,D,PA,1.0,15.27,1432269.64,25054.14,3428.78,639695.56,487949.56,72.559998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,236
Shira Goodman,H8PA13117,U.S. House Pennsylvania District 4,D,PA,0.0,15.27,303110.16,0.0,16558.46,280781.7,2150.0,16.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,328
Dan David,H8PA15286,U.S. House Pennsylvania District 4,R,PA,-1.0,15.27,510412.7,0.0,0.0,223730.39,17530.25,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,37
Larry Arata,H8PA05261,U.S. House Pennsylvania District 5,D,PA,0.0,25.540001,19789.0,0.0,400.0,18389.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,31
Thaddeus Kirkland,H8PA05279,U.S. House Pennsylvania District 5,D,PA,0.0,25.540001,61542.79,0.0,800.0,48050.11,2000.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,37
Margo Davidson,H8PA05287,U.S. House Pennsylvania District 5,D,PA,0.0,25.540001,62327.3,0.0,522.3,60305.0,1500.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,54
Molly Sheehan,H8PA07119,U.S. House Pennsylvania District 5,D,PA,0.0,25.540001,238060.53,0.0,552.4,67483.13,0.0,10.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,56
Ashley Lunkenheimer,H8PA07184,U.S. House Pennsylvania District 5,D,PA,0.0,25.540001,884076.29,0.0,47555.92,502535.84,5572.05,15.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,471
Mary Gay Scanlon,H8PA07200,U.S. House Pennsylvania District 5,D,PA,0.0,25.540001,1935937.32,36054.1,50000.0,1270119.83,327398.45,28.370001000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,608
Pearl Kim,H8PA05295,U.S. House Pennsylvania District 5,R,PA,-1.0,25.540001,521262.95,0.0,0.0,301129.76,19783.25,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,68
Chrissy Houlahan,H8PA06087,U.S. House Pennsylvania District 6,D,PA,1.0,5.2399998,4354449.5,598933.84,0.0,3040356.4,659894.96,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,1497
Gregory Vitali,H8PA07176,U.S. House Pennsylvania District 5,D,PA,0.0,25.540001,81458.67,0.0,3390.41,76266.26,1800.0,9.430000300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,73
Greg Edwards,H8PA15187,U.S. House Pennsylvania District 7,D,PA,0.0,0.07,451974.56,0.0,2000.0,435941.35,13669.71,25.43,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,300
John Morganelli,H8PA15278,U.S. House Pennsylvania District 7,D,PA,0.0,0.07,262745.0,0.0,0.0,235045.0,27700.0,30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,197
Marty Nothstein,H8PA15245,U.S. House Pennsylvania District 7,R,PA,-1.0,0.07,985643.72,0.0,300.0,611185.92,223856.6,50.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,114
Dean Browning,H8PA15260,U.S. House Pennsylvania District 7,R,PA,-1.0,0.07,226600.0,0.0,0.0,56600.0,0.0,49.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,34
Joe Peters,H8PA11103,U.S. House Pennsylvania District 8,R,PA,-1.0,-5.441859981395353,83384.0,0.0,200.0,43184.0,0.0,34.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,50
John Chrin,H8PA17050,U.S. House Pennsylvania District 8,R,PA,-1.0,-5.441859981395353,2989012.26,182.3,1203682.32,406508.58,175000.0,48.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,61
Robert Kuniegel,H8PA17068,U.S. House Pennsylvania District 8,R,PA,-1.0,-5.441859981395353,162861.81,0.0,0.0,1280.0,0.0,16.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,1
Laura Quick,H8PA09081,U.S. House Pennsylvania District 9,D,PA,0.0,-32.029999,24306.42,0.0,1300.0,15066.42,6740.0,28.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,10
Denny Wolff,H8PA11095,U.S. House Pennsylvania District 9,D,PA,0.0,-32.029999,1620536.24,0.0,23071.19,255342.86,112622.19,40.549999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,117
Benjamin Hornberger,H0PA09039,U.S. House Pennsylvania District 13,R,PA,-1.0,-45.43,475.9,0.0,85.0,390.0,0.0,1.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,Regular,O,1
George Halcovage,H8PA09073,U.S. House Pennsylvania District 9,R,PA,-1.0,-32.029999,252052.27,0.0,0.0,242531.7,1000.0,23.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,174
Dan Meuser,H8PA10147,U.S. House Pennsylvania District 9,R,PA,-1.0,-32.029999,2249960.51,0.0,26442.38,513517.05,296155.73,52.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,197
Scott Uehlinger,H8PA15237,U.S. House Pennsylvania District 9,R,PA,-1.0,-32.029999,118199.0,0.0,0.0,100199.0,3000.0,23.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,O,80
